Census Tract,FIPS Code,Formatted FIPS,% on SNAP 
"36061006100, NY",36061006100,36061006100,0
"36047041000, NY",36047041000,36047041000,13.04
"36081058100, NY",36081058100,36081058100,5.99
"36047033100, NY",36047033100,36047033100,13.44
"36081046700, NY",36081046700,36081046700,30.89
"36047052300, NY",36047052300,36047052300,45.29
"36005021900, NY",36005021900,36005021900,64.49
"36047087600, NY",36047087600,36047087600,10.19
"36005040502, NY",36005040502,36005040502,52.9
"36081002400, NY",36081002400,36081002400,25.29
"36081007300, NY",36081007300,36081007300,0
"36047044100, NY",36047044100,36047044100,26.67
"36047050900, NY",36047050900,36047050900,44.77
"36047023500, NY",36047023500,36047023500,31.73
"36005017702, NY",36005017702,36005017702,55.76
"36047049900, NY",36047049900,36047049900,3.72
"36047041700, NY",36047041700,36047041700,40.44
"36047044600, NY",36047044600,36047044600,24.13
"36047020300, NY",36047020300,36047020300,11.75
"36005007300, NY",36005007300,36005007300,63.25
"36047119000, NY",36047119000,36047119000,22.54
"36047117800, NY",36047117800,36047117800,40.15
"36047086200, NY",36047086200,36047086200,16.5
"36047031702, NY",36047031702,36047031702,23.24
"36047034700, NY",36047034700,36047034700,29.67
"36047034100, NY",36047034100,36047034100,28.95
"36047051200, NY",36047051200,36047051200,24.32
"36081011600, NY",36081011600,36081011600,14.29
"36047031701, NY",36047031701,36047031701,14.12
"36081035100, NY",36081035100,36081035100,13.06
"36005014701, NY",36005014701,36005014701,59.74
"36081048100, NY",36081048100,36081048100,14.86
"36047043400, NY",36047043400,36047043400,21.56
"36081027100, NY",36081027100,36081027100,15.67
"36061018100, NY",36061018100,36061018100,3.79
"36047063800, NY",36047063800,36047063800,4.47
"36047020700, NY",36047020700,36047020700,9.79
"36047025500, NY",36047025500,36047025500,62.47
"36081041100, NY",36081041100,36081041100,32.51
"36047007600, NY",36047007600,36047007600,30.15
"36047050202, NY",36047050202,36047050202,0.92
"36047025100, NY",36047025100,36047025100,39.4
"36047036100, NY",36047036100,36047036100,39.89
"36047035500, NY",36047035500,36047035500,25.23
"36081012100, NY",36081012100,36081012100,4.38
"36047007800, NY",36047007800,36047007800,35.54
"36047040500, NY",36047040500,36047040500,10.93
"36061021400, NY",36061021400,36061021400,13.36
"36081005100, NY",36081005100,36081005100,21.54
"36047084800, NY",36047084800,36047084800,9.83
"36047018300, NY",36047018300,36047018300,4.33
"36047043600, NY",36047043600,36047043600,27.62
"36081045900, NY",36081045900,36081045900,15.86
"36047019500, NY",36047019500,36047019500,4.24
"36005041500, NY",36005041500,36005041500,38.56
"36081014300, NY",36081014300,36081014300,12.61
"36047012901, NY",36047012901,36047012901,5.71
"36061029500, NY",36061029500,36061029500,27.97
"36005005600, NY",36005005600,36005005600,40.22
"36081013500, NY",36081013500,36081013500,4.46
"36005020400, NY",36005020400,36005020400,23.5
"36005004600, NY",36005004600,36005004600,45.22
"36081009800, NY",36081009800,36081009800,25.81
"36047102600, NY",36047102600,36047102600,2.34
"36047008000, NY",36047008000,36047008000,26.96
"36081036300, NY",36081036300,36081036300,20.62
"36005024100, NY",36005024100,36005024100,48.21
"36047041100, NY",36047041100,36047041100,46.73
"36047079602, NY",36047079602,36047079602,22.9
"36047041401, NY",36047041401,36047041401,12.63
"36081063301, NY",36081063301,36081063301,2.7
"36047008200, NY",36047008200,36047008200,52.71
"36047020000, NY",36047020000,36047020000,18.76
"36047020200, NY",36047020200,36047020200,11.07
"36047020400, NY",36047020400,36047020400,12.36
"36047019800, NY",36047019800,36047019800,26.04
"36047099200, NY",36047099200,36047099200,24.5
"36081069300, NY",36081069300,36081069300,11.95
"36047026900, NY",36047026900,36047026900,28.32
"36081015100, NY",36081015100,36081015100,13.39
"36047027000, NY",36047027000,36047027000,15.02
"36081063302, NY",36081063302,36081063302,5.54
"36081066100, NY",36081066100,36081066100,4.82
"36081044301, NY",36081044301,36081044301,40.72
"36047085800, NY",36047085800,36047085800,18.73
"36047015000, NY",36047015000,36047015000,10.24
"36047014800, NY",36047014800,36047014800,6.29
"36005020900, NY",36005020900,36005020900,47.92
"36047003500, NY",36047003500,36047003500,1.37
"36081085700, NY",36081085700,36081085700,11.54
"36081071305, NY",36081071305,36081071305,6.08
"36047045400, NY",36047045400,36047045400,16.71
"36047027200, NY",36047027200,36047027200,27.54
"36047100400, NY",36047100400,36047100400,11.5
"36047118600, NY",36047118600,36047118600,15.95
"36047093800, NY",36047093800,36047093800,20.28
"36061018500, NY",36061018500,36061018500,2.62
"36081085500, NY",36081085500,36081085500,14.82
"36081054700, NY",36081054700,36081054700,18.27
"36081005200, NY",36081005200,36081005200,20.85
"36005037800, NY",36005037800,36005037800,29.08
"36047087401, NY",36047087401,36047087401,18.46
"36005014300, NY",36005014300,36005014300,30.11
"36081046500, NY",36081046500,36081046500,24.96
"36047053500, NY",36047053500,36047053500,67.91
"36061020000, NY",36061020000,36061020000,7.61
"36081069701, NY",36081069701,36081069701,14.66
"36005028100, NY",36005028100,36005028100,14.07
"36047079801, NY",36047079801,36047079801,8.11
"36081007500, NY",36081007500,36081007500,14.63
"36081040500, NY",36081040500,36081040500,40.35
"36047034000, NY",36047034000,36047034000,53.08
"36047049500, NY",36047049500,36047049500,9.72
"36047117201, NY",36047117201,36047117201,25.57
"36081004002, NY",36081004002,36081004002,36.34
"36081015700, NY",36081015700,36081015700,14.55
"36047085400, NY",36047085400,36047085400,15.57
"36047046201, NY",36047046201,36047046201,25.85
"36005002500, NY",36005002500,36005002500,57.4
"36081014500, NY",36081014500,36081014500,6.81
"36047056900, NY",36047056900,36047056900,9.92
"36081025301, NY",36081025301,36081025301,11.85
"36081059900, NY",36081059900,36081059900,2.25
"36005037600, NY",36005037600,36005037600,34.67
"36047012902, NY",36047012902,36047012902,12.1
"36081007700, NY",36081007700,36081007700,0
"36005040800, NY",36005040800,36005040800,32.7
"36005035900, NY",36005035900,36005035900,50.36
"36047118201, NY",36047118201,36047118201,17.47
"36047036501, NY",36047036501,36047036501,31.69
"36005025300, NY",36005025300,36005025300,48.84
"36061015801, NY",36061015801,36061015801,0
"36061016001, NY",36061016001,36061016001,0.59
"36061014802, NY",36061014802,36061014802,0
"36061015002, NY",36061015002,36061015002,0
"36047083400, NY",36047083400,36047083400,13.14
"36005022403, NY",36005022403,36005022403,41.88
"36047052500, NY",36047052500,36047052500,59.71
"36047050300, NY",36047050300,36047050300,18.01
"36005020200, NY",36005020200,36005020200,42.18
"36047003600, NY",36047003600,36047003600,12.33
"36061005501, NY",36061005501,36061005501,0
"36047118202, NY",36047118202,36047118202,16.28
"36061003001, NY",36061003001,36061003001,9.93
"36005004001, NY",36005004001,36005004001,22.54
"36081049500, NY",36081049500,36081049500,4.19
"36005039902, NY",36005039902,36005039902,56.23
"36047111000, NY",36047111000,36047111000,53.48
"36005023100, NY",36005023100,36005023100,46.03
"36005034300, NY",36005034300,36005034300,24.52
"36061018600, NY",36061018600,36061018600,32.9
"36047028300, NY",36047028300,36047028300,55.45
"36081015300, NY",36081015300,36081015300,5.3
"36061028500, NY",36061028500,36061028500,48.13
"36081011400, NY",36081011400,36081011400,24.76
"36005041100, NY",36005041100,36005041100,33.42
"36005023301, NY",36005023301,36005023301,44.35
"36061001200, NY",36061001200,36061001200,19.33
"36047036502, NY",36047036502,36047036502,37.01
"36005022901, NY",36005022901,36005022901,44.75
"36047028502, NY",36047028502,36047028502,56.94
"36047021700, NY",36047021700,36047021700,27
"36047026300, NY",36047026300,36047026300,44.69
"36005015500, NY",36005015500,36005015500,60.79
"36005022701, NY",36005022701,36005022701,47.23
"36047056800, NY",36047056800,36047056800,11.62
"36081056500, NY",36081056500,36081056500,13.91
"36047063200, NY",36047063200,36047063200,17.43
"36005012101, NY",36005012101,36005012101,29.51
"36005014702, NY",36005014702,36005014702,57.09
"36005013000, NY",36005013000,36005013000,14.84
"36061005900, NY",36061005900,36061005900,1.59
"36061020901, NY",36061020901,36061020901,19.33
"36047051601, NY",36047051601,36047051601,37.23
"36005033202, NY",36005033202,36005033202,16.17
"36061005502, NY",36061005502,36061005502,7.79
"36047012801, NY",36047012801,36047012801,21.12
"36005033201, NY",36005033201,36005033201,30.98
"36081026901, NY",36081026901,36081026901,21.8
"36081054500, NY",36081054500,36081054500,24.84
"36005005002, NY",36005005002,36005005002,51.29
"36061001402, NY",36061001402,36061001402,46.28
"36081050500, NY",36081050500,36081050500,3.69
"36047114202, NY",36047114202,36047114202,19.54
"36047063600, NY",36047063600,36047063600,6.49
"36047008600, NY",36047008600,36047008600,N/A
"36005007700, NY",36005007700,36005007700,36.42
"36047009200, NY",36047009200,36047009200,28.36
"36081046100, NY",36081046100,36081046100,14.65
"36047018600, NY",36047018600,36047018600,13.28
"36005018302, NY",36005018302,36005018302,36.84
"36047098400, NY",36047098400,36047098400,9.26
"36047101600, NY",36047101600,36047101600,5.68
"36081008100, NY",36081008100,36081008100,19.43
"36047003000, NY",36047003000,36047003000,12.56
"36005024501, NY",36005024501,36005024501,52.81
"36081011900, NY",36081011900,36081011900,10.2
"36081006501, NY",36081006501,36081006501,7.03
"36081079701, NY",36081079701,36081079701,15.66
"36081003000, NY",36081003000,36081003000,15.11
"36047079601, NY",36047079601,36047079601,14.65
"36005008900, NY",36005008900,36005008900,54.73
"36061014602, NY",36061014602,36061014602,2.89
"36061015602, NY",36061015602,36061015602,22.6
"36061023400, NY",36061023400,36061023400,35.82
"36061005700, NY",36061005700,36061005700,2.99
"36005012701, NY",36005012701,36005012701,66.93
"36047014700, NY",36047014700,36047014700,14.31
"36081016100, NY",36081016100,36081016100,14.78
"36005017701, NY",36005017701,36005017701,50
"36047051002, NY",36047051002,36047051002,31.77
"36081014900, NY",36081014900,36081014900,8.39
"36047094402, NY",36047094402,36047094402,55.97
"36047079802, NY",36047079802,36047079802,28.22
"36061002601, NY",36061002601,36061002601,31.1
"36061024301, NY",36061024301,36061024301,38.44
"36061004500, NY",36061004500,36061004500,7.53
"36005002300, NY",36005002300,36005002300,72.35
"36047018501, NY",36047018501,36047018501,63.32
"36005020502, NY",36005020502,36005020502,58.48
"36061019000, NY",36061019000,36061019000,9.5
"36005015900, NY",36005015900,36005015900,65.15
"36061002602, NY",36061002602,36061002602,22.59
"36047002901, NY",36047002901,36047002901,66.67
"36081076902, NY",36081076902,36081076902,4.22
"36047050804, NY",36047050804,36047050804,25.23
"36005042901, NY",36005042901,36005042901,42.95
"36081025302, NY",36081025302,36081025302,14.94
"36047053900, NY",36047053900,36047053900,47.19
"36061017401, NY",36061017401,36061017401,48.8
"36005023703, NY",36005023703,36005023703,45.88
"36005024502, NY",36005024502,36005024502,73.74
"36047006300, NY",36047006300,36047006300,1.38
"36005021200, NY",36005021200,36005021200,15.34
"36085008900, NY",36085008900,36085008900,N/A
"36061003601, NY",36061003601,36061003601,38.64
"36061022102, NY",36061022102,36061022102,18.84
"36061011402, NY",36061011402,36061011402,0
"36061011401, NY",36061011401,36061011401,0
"36081018501, NY",36081018501,36081018501,4.52
"36005036502, NY",36005036502,36005036502,57.58
"36081018502, NY",36081018502,36081018502,17.27
"36081018101, NY",36081018101,36081018101,21.08
"36005005001, NY",36005005001,36005005001,49.64
"36047004900, NY",36047004900,36047004900,6
"36047000502, NY",36047000502,36047000502,0
"36005018102, NY",36005018102,36005018102,40.43
"36005042902, NY",36005042902,36005042902,51.65
"36005039200, NY",36005039200,36005039200,38.11
"36081018102, NY",36081018102,36081018102,7.07
"36005023502, NY",36005023502,36005023502,44.69
"36005038301, NY",36005038301,36005038301,53.07
"36005036501, NY",36005036501,36005036501,57.16
"36047036001, NY",36047036001,36047036001,31.29
"36005022902, NY",36005022902,36005022902,50.19
"36005036901, NY",36005036901,36005036901,57.94
"36061001401, NY",36061001401,36061001401,2.43
"36061028100, NY",36061028100,36061028100,2.47
"36005016900, NY",36005016900,36005016900,35.41
"36005036700, NY",36005036700,36005036700,57.96
"36005022404, NY",36005022404,36005022404,28.88
"36005023600, NY",36005023600,36005023600,45.28
"36005022300, NY",36005022300,36005022300,50.04
"36047048900, NY",36047048900,36047048900,63.78
"36047051602, NY",36047051602,36047051602,28.19
"36081064101, NY",36081064101,36081064101,6.31
"36081024700, NY",36081024700,36081024700,18.62
"36005021501, NY",36005021501,36005021501,59.83
"36061003602, NY",36061003602,36061003602,17.91
"36005040303, NY",36005040303,36005040303,43.2
"36047036002, NY",36047036002,36047036002,21.07
"36061004200, NY",36061004200,36061004200,6.33
"36005022401, NY",36005022401,36005022401,28.63
"36061030700, NY",36061030700,36061030700,4.92
"36047000501, NY",36047000501,36047000501,0
"36061020102, NY",36061020102,36061020102,14.64
"36005002701, NY",36005002701,36005002701,67.57
"36047028501, NY",36047028501,36047028501,15.15
"36047076600, NY",36047076600,36047076600,23.79
"36005040501, NY",36005040501,36005040501,50.54
"36047018700, NY",36047018700,36047018700,6.52
"36047025901, NY",36047025901,36047025901,50.12
"36005022102, NY",36005022102,36005022102,58.81
"36061011201, NY",36061011201,36061011201,0
"36047061003, NY",36047061003,36047061003,46.19
"36061000100, NY",36061000100,36061000100,N/A
"36061003002, NY",36061003002,36061003002,14.29
"36081026902, NY",36081026902,36081026902,15.13
"36061011202, NY",36061011202,36061011202,0
"36047050801, NY",36047050801,36047050801,32.19
"36061011203, NY",36061011203,36061011203,6.15
"36005017902, NY",36005017902,36005017902,59.09
"36005018101, NY",36005018101,36005018101,46.65
"36005017901, NY",36005017901,36005017901,49.42
"36047051001, NY",36047051001,36047051001,26.5
"36061025900, NY",36061025900,36061025900,17.17
"36061014601, NY",36061014601,36061014601,0
"36061014401, NY",36061014401,36061014401,2.33
"36061015601, NY",36061015601,36061015601,6.16
"36005005300, NY",36005005300,36005005300,65.94
"36005026701, NY",36005026701,36005026701,46.92
"36005005902, NY",36005005902,36005005902,44.5
"36061021500, NY",36061021500,36061021500,25
"36005022101, NY",36005022101,36005022101,49.49
"36005036902, NY",36005036902,36005036902,62.15
"36081057900, NY",36081057900,36081057900,12.63
"36005018301, NY",36005018301,36005018301,27.37
"36005023704, NY",36005023704,36005023704,57.92
"36005040304, NY",36005040304,36005040304,50.72
"36005021301, NY",36005021301,36005021301,70.79
"36085013301, NY",36085013301,36085013301,71.43
"36005023501, NY",36005023501,36005023501,45.24
"36047007200, NY",36047007200,36047007200,44.49
"36061014700, NY",36061014700,36061014700,1.77
"36005023302, NY",36005023302,36005023302,61.83
"36061023900, NY",36061023900,36061023900,53.08
"36047035601, NY",36047035601,36047035601,18.3
"36005003800, NY",36005003800,36005003800,30.57
"36005040302, NY",36005040302,36005040302,44.17
"36061024900, NY",36061024900,36061024900,48.76
"36061002700, NY",36061002700,36061002700,7.75
"36047025902, NY",36047025902,36047025902,71.04
"36005040701, NY",36005040701,36005040701,43.17
"36061002202, NY",36061002202,36061002202,25.61
"36047050803, NY",36047050803,36047050803,25.29
"36061020101, NY",36061020101,36061020101,0
"36061014801, NY",36061014801,36061014801,0.74
"36061015001, NY",36061015001,36061015001,0
"36061015802, NY",36061015802,36061015802,4.83
"36061016002, NY",36061016002,36061016002,1.26
"36005012102, NY",36005012102,36005012102,68.45
"36061017402, NY",36061017402,36061017402,34.95
"36005022702, NY",36005022702,36005022702,33.78
"36005023702, NY",36005023702,36005023702,52.8
"36061019702, NY",36061019702,36061019702,27.02
"36061020701, NY",36061020701,36061020701,4.18
"36061026700, NY",36061026700,36061026700,18.69
"36005022703, NY",36005022703,36005022703,31
"36061023502, NY",36061023502,36061023502,41.21
"Location: New York (City, 2010)",,,
Census Tract Boundary Year: 2010,,,
Indicator source: Census,,,
http://www.policymap.com/our-data-directory.html#Census:%20Decennial%20Census%20and%20American%20Community%20Survey%20(ACS),,,
"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:",,,
https://www.policymap.com/terms/,,,
https://www.policymap.com/citing/,,,
